pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid	abangle	annotation_H	annotation_L	imgt_H	imgt_L	sequence_raw	sequence_H	sequence_L	structure	structure_chothia	in_nr_set	curated_quality_dataset	split	date_parsed	has_light_chain
9eht	B	A	0	J	protein		programmed cell death protein 1	IMMUNE SYSTEM	12/03/25	Crystal Structure of PD-1/retifanlimab complex	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Heo, Y.-S.	1.544	X-RAY DIFFRACTION	0.208	0.181	False	True	IGHV1	IGKV3	Kappa						sabdab_dataset/9eht/abangle/9eht.abangle	sabdab_dataset/9eht/annotation/9eht_B_VH.ann	sabdab_dataset/9eht/annotation/9eht_A_VL.ann	sabdab_dataset/9eht/imgt/9eht_B_H.ann	sabdab_dataset/9eht/imgt/9eht_A_L.ann	sabdab_dataset/9eht/sequence/9eht_raw.pdb	sabdab_dataset/9eht/sequence/9eht_B_VH.fa	sabdab_dataset/9eht/sequence/9eht_A_VL.fa	sabdab_dataset/9eht/structure/9eht.pdb	sabdab_dataset/9eht/structure/chothia/9eht.pdb	True	False	train	2025-12-03	True
9en2	B		0	A	protein		procollagen c-endopeptidase enhancer 1	CELL ADHESION	07/03/24	Crystal structure of the metalloproteinase enhancer PCPE-1 complexed with nanobodies VHH-H4 and VHH-I5	Homo sapiens; Lama glama	lama glama		homo sapiens	Lagoutte, P., Gueguen-Chaignon, V., Bourhis, J.-M., Vadon-Le Goff, S.	2.2	X-RAY DIFFRACTION	0.242	0.208	False	True	IGHV3									sabdab_dataset/9en2/annotation/9en2_B_VH.ann		sabdab_dataset/9en2/imgt/9en2_B_H.ann		sabdab_dataset/9en2/sequence/9en2_raw.pdb	sabdab_dataset/9en2/sequence/9en2_B_VH.fa		sabdab_dataset/9en2/structure/9en2.pdb	sabdab_dataset/9en2/structure/chothia/9en2.pdb	True	True	train	2024-07-03	False
9ena	B		0	A	protein		glucosylceramidase	HYDROLASE	06/04/25	Lysosomal glucocerebrosidase in complex with a stabilizing nanobody	Homo sapiens; Lama glama	lama glama		homo sapiens	Dal Maso, T., Versees, W.	1.7	X-RAY DIFFRACTION	0.194	0.163	False	True	IGHV1									sabdab_dataset/9ena/annotation/9ena_B_VH.ann		sabdab_dataset/9ena/imgt/9ena_B_H.ann		sabdab_dataset/9ena/sequence/9ena_raw.pdb	sabdab_dataset/9ena/sequence/9ena_B_VH.fa		sabdab_dataset/9ena/structure/9ena.pdb	sabdab_dataset/9ena/structure/chothia/9ena.pdb	True	True	validation	2025-06-04	False
9erw	E		0	B	protein		2',3'-cyclic-nucleotide 3'-phosphodiesterase	PROTEIN BINDING	12/11/24	Mouse CNPase catalytic domain with nanobody 8C	Mus musculus; Vicugna pacos	vicugna pacos		mus musculus	Markusson, S., Raasakka, A., Opazo, F., Kursula, P.	1.73	X-RAY DIFFRACTION	0.215	0.191	False	True	IGHV1									sabdab_dataset/9erw/annotation/9erw_E_VH.ann		sabdab_dataset/9erw/imgt/9erw_E_H.ann		sabdab_dataset/9erw/sequence/9erw_raw.pdb	sabdab_dataset/9erw/sequence/9erw_E_VH.fa		sabdab_dataset/9erw/structure/9erw.pdb	sabdab_dataset/9erw/structure/chothia/9erw.pdb	True	True	validation	2024-12-11	False
9etl	C		0	B	protein		2',3'-cyclic-nucleotide 3'-phosphodiesterase	PROTEIN BINDING	12/11/24	Mouse CNPase catalytic domain with nanobody 8D	Mus musculus; Vicugna pacos	vicugna pacos		mus musculus	Schroder, M., Markusson, S., Raasakka, A., Opazo, F., Kursula, P.	1.5	X-RAY DIFFRACTION	0.229	0.179	False	True	IGHV3									sabdab_dataset/9etl/annotation/9etl_C_VH.ann		sabdab_dataset/9etl/imgt/9etl_C_H.ann		sabdab_dataset/9etl/sequence/9etl_raw.pdb	sabdab_dataset/9etl/sequence/9etl_C_VH.fa		sabdab_dataset/9etl/structure/9etl.pdb	sabdab_dataset/9etl/structure/chothia/9etl.pdb	True	True	train	2024-12-11	False
9eze	B	C	0	A	protein		duffy receptor	CELL ADHESION	10/29/25	Structure of subdomain 3 of the Plasmodium vivx Duffy binding protein (PvDBP) bound to human antibody DB9	Homo sapiens; Plasmodium vivax Sal-1	homo sapiens	homo sapiens	plasmodium vivax sal-1	Barber, N.M., Higgins, M.K.	1.55	X-RAY DIFFRACTION	0.223	0.204	False	True	IGHV4	IGKV1	Kappa						sabdab_dataset/9eze/abangle/9eze.abangle	sabdab_dataset/9eze/annotation/9eze_B_VH.ann	sabdab_dataset/9eze/annotation/9eze_C_VL.ann	sabdab_dataset/9eze/imgt/9eze_B_H.ann	sabdab_dataset/9eze/imgt/9eze_C_L.ann	sabdab_dataset/9eze/sequence/9eze_raw.pdb	sabdab_dataset/9eze/sequence/9eze_B_VH.fa	sabdab_dataset/9eze/sequence/9eze_C_VL.fa	sabdab_dataset/9eze/structure/9eze.pdb	sabdab_dataset/9eze/structure/chothia/9eze.pdb	True	False	train	2025-10-29	True
9ezh	B		0	A	protein		v-set and immunoglobulin domain-containing protein 4	IMMUNE SYSTEM	10/29/25	Structure of single-domain antibody VHH_h4 in complex with human Vsig4	Camelidae; Homo sapiens	camelidae		homo sapiens	Vizarraga, D., Cianferoni, D., Delgado, J., van der Kant, R., Garcia, T., Maragkou, K., Zhang, Z., Dewilde, M., Schymkowitz, J., Rousseau, F., Serrano, L.	1.94	X-RAY DIFFRACTION	0.239	0.194	False	True	IGHV1									sabdab_dataset/9ezh/annotation/9ezh_B_VH.ann		sabdab_dataset/9ezh/imgt/9ezh_B_H.ann		sabdab_dataset/9ezh/sequence/9ezh_raw.pdb	sabdab_dataset/9ezh/sequence/9ezh_B_VH.fa		sabdab_dataset/9ezh/structure/9ezh.pdb	sabdab_dataset/9ezh/structure/chothia/9ezh.pdb	False	False	train	2025-10-29	False
9ezi	B		0	A	protein		v-set and immunoglobulin domain-containing protein 4	IMMUNE SYSTEM	10/29/25	Structure of single-domain antibody VHH_h5 in complex with human Vsig4	Camelidae; Homo sapiens	camelidae		homo sapiens	Vizarraga, D., Cianferoni, D., Delgado, J., van der Kant, R., Garcia, T., Maragkou, K., Zhang, Z., Dewilde, M., Schymkowitz, J., Rousseau, F., Serrano, L.	1.97	X-RAY DIFFRACTION	0.243	0.198	False	True	IGHV1									sabdab_dataset/9ezi/annotation/9ezi_B_VH.ann		sabdab_dataset/9ezi/imgt/9ezi_B_H.ann		sabdab_dataset/9ezi/sequence/9ezi_raw.pdb	sabdab_dataset/9ezi/sequence/9ezi_B_VH.fa		sabdab_dataset/9ezi/structure/9ezi.pdb	sabdab_dataset/9ezi/structure/chothia/9ezi.pdb	False	False	validation	2025-10-29	False
9ezu	B		0	A	protein		v-set and immunoglobulin domain-containing protein 4	IMMUNE SYSTEM	10/29/25	Structure of the single-domain antibody VHH_h1 in complex with human Vsig4	Camelidae; Homo sapiens	camelidae		homo sapiens	Markovic, I., Savvides, S.N.	1.05	X-RAY DIFFRACTION	0.176	0.157	False	True	IGHV1									sabdab_dataset/9ezu/annotation/9ezu_B_VH.ann		sabdab_dataset/9ezu/imgt/9ezu_B_H.ann		sabdab_dataset/9ezu/sequence/9ezu_raw.pdb	sabdab_dataset/9ezu/sequence/9ezu_B_VH.fa		sabdab_dataset/9ezu/structure/9ezu.pdb	sabdab_dataset/9ezu/structure/chothia/9ezu.pdb	True	True	train	2025-10-29	False
9ezv	B		0	A	protein		v-set and immunoglobulin domain-containing protein 4	IMMUNE SYSTEM	10/29/25	Structure of the single-domain antibody VHH_h2 in complex with human Vsig4	Homo sapiens	homo sapiens		homo sapiens	Markovic, I., Savvides, S.N.	1.45	X-RAY DIFFRACTION	0.215	0.174	False	True	IGHV1									sabdab_dataset/9ezv/annotation/9ezv_B_VH.ann		sabdab_dataset/9ezv/imgt/9ezv_B_H.ann		sabdab_dataset/9ezv/sequence/9ezv_raw.pdb	sabdab_dataset/9ezv/sequence/9ezv_B_VH.fa		sabdab_dataset/9ezv/structure/9ezv.pdb	sabdab_dataset/9ezv/structure/chothia/9ezv.pdb	False	False	train	2025-10-29	False
9ezw	B		0	A	protein		v-set and immunoglobulin domain-containing protein 4	IMMUNE SYSTEM	10/29/25	Structure of the single-domain antibody VHH_h3 in complex with human Vsig4	Homo sapiens	homo sapiens		homo sapiens	Markovic, I., Savvides, S.N.	1.9	X-RAY DIFFRACTION	0.228	0.19	False	True	IGHV1									sabdab_dataset/9ezw/annotation/9ezw_B_VH.ann		sabdab_dataset/9ezw/imgt/9ezw_B_H.ann		sabdab_dataset/9ezw/sequence/9ezw_raw.pdb	sabdab_dataset/9ezw/sequence/9ezw_B_VH.fa		sabdab_dataset/9ezw/structure/9ezw.pdb	sabdab_dataset/9ezw/structure/chothia/9ezw.pdb	False	False	train	2025-10-29	False
9f91	A	B	0	J	protein		designed single epitope respiratory syncytial virusimmunogen in complex with rsv90 fab 	DE NOVO PROTEIN	05/21/25	Crystal structure of a designed Respiratory Syncytial Virus immunogen in complex with RSV90 fab	Homo sapiens; synthetic construct	homo sapiens	homo sapiens	synthetic construct	Castro, K.M., Correia, B.E.	2.43	X-RAY DIFFRACTION	0.287	0.251	False	True	IGHV3	IGKV3	Kappa						sabdab_dataset/9f91/abangle/9f91.abangle	sabdab_dataset/9f91/annotation/9f91_A_VH.ann	sabdab_dataset/9f91/annotation/9f91_B_VL.ann	sabdab_dataset/9f91/imgt/9f91_A_H.ann	sabdab_dataset/9f91/imgt/9f91_B_L.ann	sabdab_dataset/9f91/sequence/9f91_raw.pdb	sabdab_dataset/9f91/sequence/9f91_A_VH.fa	sabdab_dataset/9f91/sequence/9f91_B_VL.fa	sabdab_dataset/9f91/structure/9f91.pdb	sabdab_dataset/9f91/structure/chothia/9f91.pdb	True	False	train	2025-05-21	True
9fc2	B		0	A	protein		spike protein s1	ANTIVIRAL PROTEIN	06/11/25	The crystal structure of the SARS-CoV-2 receptor binding domain in complex with the neutralizing nanobody 4.	Camelus dromedarius; Severe acute respiratory syndrome coronavirus 2	camelus dromedarius		severe acute respiratory syndrome coronavirus2 	Casasnovas, J.M., Fernandez, L.A., Silva, K.	1.21	X-RAY DIFFRACTION	0.17	0.153	False	True	IGHV1									sabdab_dataset/9fc2/annotation/9fc2_B_VH.ann		sabdab_dataset/9fc2/imgt/9fc2_B_H.ann		sabdab_dataset/9fc2/sequence/9fc2_raw.pdb	sabdab_dataset/9fc2/sequence/9fc2_B_VH.fa		sabdab_dataset/9fc2/structure/9fc2.pdb	sabdab_dataset/9fc2/structure/chothia/9fc2.pdb	True	True	train	2025-06-11	False
9fik	B	C	0	A	protein		neurotrophin-3	IMMUNE SYSTEM	04/02/25	Structure of the FAB fragment of the Antibody NTF30037 in complex with NTF3	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Gallego, P., Aagaard, A., Sjogren, T., Chin, S., Neal, F.	1.86	X-RAY DIFFRACTION	0.186	0.186	False	True	IGHV3	IGLV3	Lambda						sabdab_dataset/9fik/abangle/9fik.abangle	sabdab_dataset/9fik/annotation/9fik_B_VH.ann	sabdab_dataset/9fik/annotation/9fik_C_VL.ann	sabdab_dataset/9fik/imgt/9fik_B_H.ann	sabdab_dataset/9fik/imgt/9fik_C_L.ann	sabdab_dataset/9fik/sequence/9fik_raw.pdb	sabdab_dataset/9fik/sequence/9fik_B_VH.fa	sabdab_dataset/9fik/sequence/9fik_C_VL.fa	sabdab_dataset/9fik/structure/9fik.pdb	sabdab_dataset/9fik/structure/chothia/9fik.pdb	True	False	train	2025-04-02	True
9fvb	C		0	A	protein		sialic acid-binding periplasmic protein siap	TRANSPORT PROTEIN	11/06/24	Crystal structure of VcSiaP in complex with a VHH antibody (VHH_VcP#2)	Vibrio cholerae; Vicugna pacos	vicugna pacos		vibrio cholerae	Schneberger, N., Hagelueken, G.	2.05	X-RAY DIFFRACTION	0.257	0.195	False	True	IGHV1									sabdab_dataset/9fvb/annotation/9fvb_C_VH.ann		sabdab_dataset/9fvb/imgt/9fvb_C_H.ann		sabdab_dataset/9fvb/sequence/9fvb_raw.pdb	sabdab_dataset/9fvb/sequence/9fvb_C_VH.fa		sabdab_dataset/9fvb/structure/9fvb.pdb	sabdab_dataset/9fvb/structure/chothia/9fvb.pdb	True	True	train	2024-11-06	False
9fww	B		0	A	protein		natural cytotoxicity triggering receptor 3	IMMUNE SYSTEM	10/30/24	Human NKp30 in complex with a VHH variant	Homo sapiens	homo sapiens		homo sapiens	Musil, D., Freire, F.	1.844	X-RAY DIFFRACTION	0.208	0.199	False	True	IGHV1									sabdab_dataset/9fww/annotation/9fww_B_VH.ann		sabdab_dataset/9fww/imgt/9fww_B_H.ann		sabdab_dataset/9fww/sequence/9fww_raw.pdb	sabdab_dataset/9fww/sequence/9fww_B_VH.fa		sabdab_dataset/9fww/structure/9fww.pdb	sabdab_dataset/9fww/structure/chothia/9fww.pdb	True	True	validation	2024-10-30	False
9fys	B	C	0	X	protein		alpha-bungarotoxin	TOXIN	07/16/25	D11 mAbs bound to alpha-Bungarotoxin	Bungarus multicinctus; Homo sapiens	homo sapiens	homo sapiens	bungarus multicinctus	Wade, J., Bohn, M.F., Laustsen, A.H., Morth, J.P.	1.32	X-RAY DIFFRACTION	0.192	0.167	False	True	IGHV1	IGLV6	Lambda						sabdab_dataset/9fys/abangle/9fys.abangle	sabdab_dataset/9fys/annotation/9fys_B_VH.ann	sabdab_dataset/9fys/annotation/9fys_C_VL.ann	sabdab_dataset/9fys/imgt/9fys_B_H.ann	sabdab_dataset/9fys/imgt/9fys_C_L.ann	sabdab_dataset/9fys/sequence/9fys_raw.pdb	sabdab_dataset/9fys/sequence/9fys_B_VH.fa	sabdab_dataset/9fys/sequence/9fys_C_VL.fa	sabdab_dataset/9fys/structure/9fys.pdb	sabdab_dataset/9fys/structure/chothia/9fys.pdb	False	False	train	2025-07-16	True
9fyt	C	D	0	A	protein		alpha-cobratoxin	TOXIN	07/16/25	mAbs in complex with cobratoxin at pH 4.5	Homo sapiens; Naja kaouthia	homo sapiens	homo sapiens	naja kaouthia	Wade, J., Bohn, M.F., Laustsen, A.H., Morth, J.P.	1.55	X-RAY DIFFRACTION	0.237	0.186	False	True	IGHV1	IGLV3	Lambda						sabdab_dataset/9fyt/abangle/9fyt.abangle	sabdab_dataset/9fyt/annotation/9fyt_C_VH.ann	sabdab_dataset/9fyt/annotation/9fyt_D_VL.ann	sabdab_dataset/9fyt/imgt/9fyt_C_H.ann	sabdab_dataset/9fyt/imgt/9fyt_D_L.ann	sabdab_dataset/9fyt/sequence/9fyt_raw.pdb	sabdab_dataset/9fyt/sequence/9fyt_C_VH.fa	sabdab_dataset/9fyt/sequence/9fyt_D_VL.fa	sabdab_dataset/9fyt/structure/9fyt.pdb	sabdab_dataset/9fyt/structure/chothia/9fyt.pdb	False	False	validation	2025-07-16	True
9fzc	C		0	A	protein		outer membrane protein a	MEMBRANE PROTEIN	07/17/24	Structure of OmpA-short in complex with nanobody Nb01	Escherichia coli K-12; Vicugna pacos	vicugna pacos		escherichia coli k-12	Ackle, F., Sorgenfrei, M., Seeger, M.A.	2.27	X-RAY DIFFRACTION	0.234	0.208	False	True	IGHV1									sabdab_dataset/9fzc/annotation/9fzc_C_VH.ann		sabdab_dataset/9fzc/imgt/9fzc_C_H.ann		sabdab_dataset/9fzc/sequence/9fzc_raw.pdb	sabdab_dataset/9fzc/sequence/9fzc_C_VH.fa		sabdab_dataset/9fzc/structure/9fzc.pdb	sabdab_dataset/9fzc/structure/chothia/9fzc.pdb	True	True	train	2024-07-17	False
9fzd	B		0	A	protein		outer membrane protein a	MEMBRANE PROTEIN	07/17/24	Structure of OmpA-long in complex with nanobody Nb39	Escherichia coli; Vicugna pacos	vicugna pacos		escherichia coli	Ackle, F., Sorgenfrei, M., Seeger, M.A.	2.3	X-RAY DIFFRACTION	0.283	0.256	False	True	unknown	unknown	unknown							sabdab_dataset/9fzd/annotation/9fzd_B_VH.ann				sabdab_dataset/9fzd/sequence/9fzd_raw.pdb	sabdab_dataset/9fzd/sequence/9fzd_B_VH.fa		sabdab_dataset/9fzd/structure/9fzd.pdb	sabdab_dataset/9fzd/structure/chothia/9fzd.pdb	True	True	train	2024-07-17	False
9g2a	C		0	A	protein		endoribonuclease mazf	TOXIN	07/17/24	Staphylococcus aureus MazF in complex with nanobody 4	Lama glama; Staphylococcus aureus subsp. aureus N315	lama glama		staphylococcus aureus subsp. aureus n315	Prolic-Kalinsek, M., Zorzini, V., Haesaerts, S., Loris, R.	2.04659	X-RAY DIFFRACTION	0.307	0.24	False	True	IGHV1									sabdab_dataset/9g2a/annotation/9g2a_C_VH.ann		sabdab_dataset/9g2a/imgt/9g2a_C_H.ann		sabdab_dataset/9g2a/sequence/9g2a_raw.pdb	sabdab_dataset/9g2a/sequence/9g2a_C_VH.fa		sabdab_dataset/9g2a/structure/9g2a.pdb	sabdab_dataset/9g2a/structure/chothia/9g2a.pdb	False	False	train	2024-07-17	False
9g2g	C		0	A	protein		endoribonuclease mazf	TOXIN	07/24/24	Staphylococcus aureus MazF in complex with nanobody 5	Lama glama; Staphylococcus aureus	lama glama		staphylococcus aureus	Prolic-Kalinsek, M., Zorzini, V., Haesaerts, S., Loris, R.	1.80048	X-RAY DIFFRACTION	0.244	0.195	False	True	IGHV1									sabdab_dataset/9g2g/annotation/9g2g_C_VH.ann		sabdab_dataset/9g2g/imgt/9g2g_C_H.ann		sabdab_dataset/9g2g/sequence/9g2g_raw.pdb	sabdab_dataset/9g2g/sequence/9g2g_C_VH.fa		sabdab_dataset/9g2g/structure/9g2g.pdb	sabdab_dataset/9g2g/structure/chothia/9g2g.pdb	False	False	train	2024-07-24	False
9g48	C		0	A	protein		endoribonuclease mazf	TOXIN	07/24/24	Staphylococcus aureus MazF in complex with Nanobody 6	Lama glama; Staphylococcus aureus	lama glama		staphylococcus aureus	Zorzini, V., Haesaerts, S., Loris, R.	2.14354	X-RAY DIFFRACTION	0.245	0.216	False	True	IGHV1									sabdab_dataset/9g48/annotation/9g48_C_VH.ann		sabdab_dataset/9g48/imgt/9g48_C_H.ann		sabdab_dataset/9g48/sequence/9g48_raw.pdb	sabdab_dataset/9g48/sequence/9g48_C_VH.fa		sabdab_dataset/9g48/structure/9g48.pdb	sabdab_dataset/9g48/structure/chothia/9g48.pdb	True	True	train	2024-07-24	False
9g5l	B		0	A	protein		endoribonuclease mazf	TOXIN	07/24/24	Stapylococcus aureus MazF in complex with nanobody 10	Lama glama; Staphylococcus aureus	lama glama		staphylococcus aureus	Prolic-Kalinsek, M., Haesaerts, S., Loris, R.	1.8222	X-RAY DIFFRACTION	0.228	0.201	False	True	IGHV1									sabdab_dataset/9g5l/annotation/9g5l_B_VH.ann		sabdab_dataset/9g5l/imgt/9g5l_B_H.ann		sabdab_dataset/9g5l/sequence/9g5l_raw.pdb	sabdab_dataset/9g5l/sequence/9g5l_B_VH.fa		sabdab_dataset/9g5l/structure/9g5l.pdb	sabdab_dataset/9g5l/structure/chothia/9g5l.pdb	True	True	train	2024-07-24	False
9g7k	C		0	B	protein		endoribonuclease mazf	TOXIN	07/31/24	Staphylococcus aureus MazF in complex with Nanobody 12	Lama glama; Staphylococcus aureus	lama glama		staphylococcus aureus	Zorzini, V., Haesaerts, S., Loris, R.	2.08687	X-RAY DIFFRACTION	0.234	0.189	False	True	IGHV3									sabdab_dataset/9g7k/annotation/9g7k_C_VH.ann		sabdab_dataset/9g7k/imgt/9g7k_C_H.ann		sabdab_dataset/9g7k/sequence/9g7k_raw.pdb	sabdab_dataset/9g7k/sequence/9g7k_C_VH.fa		sabdab_dataset/9g7k/structure/9g7k.pdb	sabdab_dataset/9g7k/structure/chothia/9g7k.pdb	True	True	train	2024-07-31	False
9g97	B		0	A	protein		lipid iii flippase	TRANSPORT PROTEIN	01/22/25	Lipid III flippase WzxE with NB10 nanobody in outward-facing conformation at 0.9688 A	Escherichia coli; Lama glama	lama glama		escherichia coli	Le Bas, A., El Omari, K., Lee, M., Naismith, J.H.	2.31	X-RAY DIFFRACTION	0.26	0.214	False	True	IGHV1									sabdab_dataset/9g97/annotation/9g97_B_VH.ann		sabdab_dataset/9g97/imgt/9g97_B_H.ann		sabdab_dataset/9g97/sequence/9g97_raw.pdb	sabdab_dataset/9g97/sequence/9g97_B_VH.fa		sabdab_dataset/9g97/structure/9g97.pdb	sabdab_dataset/9g97/structure/chothia/9g97.pdb	False	False	train	2025-01-22	False
9ggp	H	L	0	A	protein		alpha-1-antitrypsin	PROTEIN BINDING	05/14/25	Alpha-1-antitrypsin in complex with the Fab fragment of an anti-polymer antibody	Homo sapiens; Mus musculus	mus musculus	mus musculus	homo sapiens	Lowen, S.M., Laffranchi, M., Lomas, D.A., Irving, J.A.	1.84	X-RAY DIFFRACTION	0.206	0.173	False	True	IGHV2	IGKV19	Kappa						sabdab_dataset/9ggp/abangle/9ggp.abangle	sabdab_dataset/9ggp/annotation/9ggp_H_VH.ann	sabdab_dataset/9ggp/annotation/9ggp_L_VL.ann	sabdab_dataset/9ggp/imgt/9ggp_H_H.ann	sabdab_dataset/9ggp/imgt/9ggp_L_L.ann	sabdab_dataset/9ggp/sequence/9ggp_raw.pdb	sabdab_dataset/9ggp/sequence/9ggp_H_VH.fa	sabdab_dataset/9ggp/sequence/9ggp_L_VL.fa	sabdab_dataset/9ggp/structure/9ggp.pdb	sabdab_dataset/9ggp/structure/chothia/9ggp.pdb	True	False	train	2025-05-14	True
9ghi	H	L	0	A	protein		pre-glycoprotein polyprotein gp complex	VIRAL PROTEIN	06/11/25	Machupo virus GP1-GP2 heterodimer in complex with Fab of MAC1	Mammarenavirus machupoense; Mus musculus	mus musculus	mus musculus	mammarenavirus machupoense	Bowden, T.A., Paesen, G.C.	2.41	X-RAY DIFFRACTION	0.268	0.23	False	True	IGHV1	IGKV10	Kappa						sabdab_dataset/9ghi/abangle/9ghi.abangle	sabdab_dataset/9ghi/annotation/9ghi_H_VH.ann	sabdab_dataset/9ghi/annotation/9ghi_L_VL.ann	sabdab_dataset/9ghi/imgt/9ghi_H_H.ann	sabdab_dataset/9ghi/imgt/9ghi_L_L.ann	sabdab_dataset/9ghi/sequence/9ghi_raw.pdb	sabdab_dataset/9ghi/sequence/9ghi_H_VH.fa	sabdab_dataset/9ghi/sequence/9ghi_L_VL.fa	sabdab_dataset/9ghi/structure/9ghi.pdb	sabdab_dataset/9ghi/structure/chothia/9ghi.pdb	True	False	train	2025-06-11	True
9ghj	H	L	0	A	protein		pre-glycoprotein polyprotein gp complex	VIRAL PROTEIN	06/11/25	Junin virus GP1-GP2 heterodimer in complex with Fab of JUN1	Mammarenavirus juninense; Mus musculus	mus musculus	mus musculus	mammarenavirus juninense	Bowden, T.A., Paesen, G.C.	2.09	X-RAY DIFFRACTION	0.247	0.212	False	True	IGHV13	IGKV6	Kappa						sabdab_dataset/9ghj/abangle/9ghj.abangle	sabdab_dataset/9ghj/annotation/9ghj_H_VH.ann	sabdab_dataset/9ghj/annotation/9ghj_L_VL.ann	sabdab_dataset/9ghj/imgt/9ghj_H_H.ann	sabdab_dataset/9ghj/imgt/9ghj_L_L.ann	sabdab_dataset/9ghj/sequence/9ghj_raw.pdb	sabdab_dataset/9ghj/sequence/9ghj_H_VH.fa	sabdab_dataset/9ghj/sequence/9ghj_L_VL.fa	sabdab_dataset/9ghj/structure/9ghj.pdb	sabdab_dataset/9ghj/structure/chothia/9ghj.pdb	True	False	train	2025-06-11	True
9glz	C		0	A	protein		gtpase kras	HYDROLASE	12/10/25	KRas-G12D-GMPPnP in complex with the nanobody KM12-AM	Homo sapiens	homo sapiens		homo sapiens	Ostermann, N., Zink, F.	2.1	X-RAY DIFFRACTION	0.277	0.239	False	True	IGHV1									sabdab_dataset/9glz/annotation/9glz_C_VH.ann		sabdab_dataset/9glz/imgt/9glz_C_H.ann		sabdab_dataset/9glz/sequence/9glz_raw.pdb	sabdab_dataset/9glz/sequence/9glz_C_VH.fa		sabdab_dataset/9glz/structure/9glz.pdb	sabdab_dataset/9glz/structure/chothia/9glz.pdb	True	True	train	2025-12-10	False
9gox	H	L	0	A	protein		adp-ribosyl cyclase/cyclic adp-ribose hydrolase 1	IMMUNE SYSTEM	02/12/25	Crystal structure of Fab B6-D9 in complex with CD38	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Dreyfus, C., Freier, R.	1.84	X-RAY DIFFRACTION	0.208	0.174	False	True	IGHV1	IGKV3	Kappa						sabdab_dataset/9gox/abangle/9gox.abangle	sabdab_dataset/9gox/annotation/9gox_H_VH.ann	sabdab_dataset/9gox/annotation/9gox_L_VL.ann	sabdab_dataset/9gox/imgt/9gox_H_H.ann	sabdab_dataset/9gox/imgt/9gox_L_L.ann	sabdab_dataset/9gox/sequence/9gox_raw.pdb	sabdab_dataset/9gox/sequence/9gox_H_VH.fa	sabdab_dataset/9gox/sequence/9gox_L_VL.fa	sabdab_dataset/9gox/structure/9gox.pdb	sabdab_dataset/9gox/structure/chothia/9gox.pdb	False	False	train	2025-02-12	True
9gv3	E		0	A	protein		fructose-bisphosphate aldolase	LYASE	10/01/25	Crystal structure of the complex between Nb474 mutant R53A,D125A and Trypanosoma congolense fructose-1,6-bisphosphate aldolase	Trypanosoma congolense IL3000; Vicugna pacos	vicugna pacos		trypanosoma congolense il3000	McNae, I.W., Dornan, J., Walkinshaw, M.D.	1.751	X-RAY DIFFRACTION	0.188	0.16	False	True	IGHV1									sabdab_dataset/9gv3/annotation/9gv3_E_VH.ann		sabdab_dataset/9gv3/imgt/9gv3_E_H.ann		sabdab_dataset/9gv3/sequence/9gv3_raw.pdb	sabdab_dataset/9gv3/sequence/9gv3_E_VH.fa		sabdab_dataset/9gv3/structure/9gv3.pdb	sabdab_dataset/9gv3/structure/chothia/9gv3.pdb	True	True	train	2025-10-01	False
9gvl	H	h	0	A	protein		interferon alpha-2	IMMUNE SYSTEM	10/08/25	type-I interferons autoantibody pmab15 in complex with Interferon alpha-2	Homo sapiens	homo sapiens		homo sapiens	Duquerroy, S., Rey, F., Mahevas, M., Chappert, P., Ahouzi, O.	2.006	X-RAY DIFFRACTION	0.27	0.214	True	True	unknown	unknown	unknown						sabdab_dataset/9gvl/abangle/9gvl.abangle	sabdab_dataset/9gvl/annotation/9gvl_H_VH.ann	sabdab_dataset/9gvl/annotation/9gvl_H_VL.ann	sabdab_dataset/9gvl/imgt/9gvl_H_H.ann	sabdab_dataset/9gvl/imgt/9gvl_H_L.ann	sabdab_dataset/9gvl/sequence/9gvl_raw.pdb	sabdab_dataset/9gvl/sequence/9gvl_H_VH.fa	sabdab_dataset/9gvl/sequence/9gvl_H_VL.fa	sabdab_dataset/9gvl/structure/9gvl.pdb	sabdab_dataset/9gvl/structure/chothia/9gvl.pdb	True	True	train	2025-10-08	True
